,Item,Quantity,Price Per Unit,Total Spent
3136,Juice,3,3.0,9.0
3137,Cookie,1,1.0,1.0
3140,Salad,3,5.0,15.0
3141,Coffee,3,2.0,6.0
3143,Cake,2,3.0,6.0
3144,Salad,5,5.0,25.0
3145,Cake,5,3.0,15.0
3148,Juice,3,3.0,9.0
3150,Tea,2,1.5,3.0
3151,Tea,1,1.5,1.5
3152,Cake,2,3.0,6.0
3153,Tea,2,1.5,3.0
3154,Tea,3,1.5,4.5
3155,Sandwich,2,4.0,8.0
3156,Juice,5,3.0,15.0
3157,Cake,1,3.0,3.0
3158,Juice,1,3.0,3.0
3159,Smoothie,3,4.0,12.0
3160,Cookie,1,1.0,1.0
3161,Cookie,2,1.0,2.0
3163,Cake,5,3.0,15.0
3164,Cookie,2,1.0,2.0
3165,Cookie,5,1.0,5.0
3166,Cake,4,3.0,12.0
3168,Smoothie,5,4.0,20.0
3169,Salad,3,5.0,15.0
3171,Smoothie,3,4.0,12.0
3173,Sandwich,3,4.0,12.0
3176,Cake,4,3.0,12.0
3177,Tea,2,1.5,3.0
3178,Cake,1,3.0,3.0
3179,Tea,5,1.5,7.5
3180,Salad,5,5.0,25.0
3181,Smoothie,3,4.0,12.0
3183,Salad,5,5.0,25.0
3184,Sandwich,5,4.0,20.0
3188,Smoothie,3,4.0,12.0
3189,Coffee,3,2.0,6.0
3190,Salad,3,5.0,15.0
3192,Tea,5,1.5,7.5
3194,Tea,2,1.5,3.0
3195,Coffee,3,2.0,6.0
3196,Salad,2,5.0,10.0
3197,Tea,1,1.5,1.5
3198,Tea,4,1.5,6.0
3199,Juice,1,3.0,3.0
3201,Tea,4,1.5,6.0
3202,Cake,5,3.0,15.0
3204,Sandwich,5,4.0,20.0
3205,Juice,4,3.0,12.0
3206,Tea,3,1.5,4.5
3207,Coffee,4,2.0,8.0
3208,Cookie,5,1.0,5.0
3211,Smoothie,1,4.0,4.0
3212,Sandwich,5,4.0,20.0
3213,Cake,5,3.0,15.0
3214,Cookie,2,1.0,2.0
3215,Juice,4,3.0,12.0
3216,Cookie,3,1.0,3.0
3217,Sandwich,5,4.0,20.0
3218,Juice,4,3.0,12.0
3220,Coffee,1,2.0,2.0
3221,Juice,4,3.0,12.0
3222,Coffee,2,2.0,4.0
3226,Smoothie,1,4.0,4.0
3228,Salad,1,5.0,5.0
3229,Sandwich,5,4.0,20.0
3230,Cake,5,3.0,15.0
3231,Juice,3,3.0,9.0
3232,Smoothie,3,4.0,12.0
3233,Cake,3,3.0,9.0
3234,Coffee,5,2.0,10.0
3235,Sandwich,1,4.0,4.0
3237,Cookie,2,1.0,2.0
3238,Salad,4,5.0,20.0
3241,Cookie,1,1.0,1.0
3242,Sandwich,3,4.0,12.0
3244,Sandwich,3,4.0,12.0
3245,Cookie,5,1.0,5.0
3246,Cake,5,3.0,15.0
3247,Tea,3,1.5,4.5
3250,Cookie,5,1.0,5.0
3251,Smoothie,4,4.0,16.0
3252,Cake,5,3.0,15.0
3254,Sandwich,5,4.0,20.0
3255,Cake,1,3.0,3.0
3256,Smoothie,1,4.0,4.0
3257,Cake,1,3.0,3.0
3258,Sandwich,5,4.0,20.0
3259,Cookie,3,1.0,3.0
3261,Cookie,1,1.0,1.0
3264,Sandwich,5,4.0,20.0
3265,Cake,5,3.0,15.0
3266,Cake,2,3.0,6.0
3268,Juice,1,3.0,3.0
3269,Cake,5,3.0,15.0
3270,Sandwich,4,4.0,16.0
3273,Cake,1,3.0,3.0
3274,Coffee,2,2.0,4.0
3275,Coffee,5,2.0,10.0
3277,Juice,1,3.0,3.0
3278,Sandwich,3,4.0,12.0
3281,Juice,4,3.0,12.0
3282,Cookie,5,1.0,5.0
3283,Smoothie,2,4.0,8.0
3284,Coffee,3,2.0,6.0
3285,Coffee,2,2.0,4.0
3286,Salad,2,5.0,10.0
3287,Tea,2,1.5,3.0
3288,Cake,3,3.0,9.0
3290,Juice,1,3.0,3.0
3291,Smoothie,5,4.0,20.0
3292,Juice,1,3.0,3.0
3293,Sandwich,4,4.0,16.0
3294,Coffee,2,2.0,4.0
3295,Coffee,1,2.0,2.0
3296,Sandwich,4,4.0,16.0
3297,Salad,2,5.0,10.0
3298,Smoothie,3,4.0,12.0
3299,Coffee,5,2.0,10.0
3301,Smoothie,4,4.0,16.0
3302,Cake,1,3.0,3.0
3303,Tea,4,1.5,6.0
3304,Cake,5,3.0,15.0
3306,Coffee,4,2.0,8.0
3307,Smoothie,3,4.0,12.0
3308,Cake,5,3.0,15.0
3309,Cake,1,3.0,3.0
3310,Cake,1,3.0,3.0
3311,Cake,3,3.0,9.0
3312,Juice,3,3.0,9.0
3313,Tea,3,1.5,4.5
3316,Tea,3,1.5,4.5
3318,Sandwich,1,4.0,4.0
3319,Tea,2,1.5,3.0
3320,Coffee,3,2.0,6.0
3321,Cookie,4,1.0,4.0
3323,Tea,5,1.5,7.5
3324,Salad,5,5.0,25.0
3326,Juice,4,3.0,12.0
3327,Coffee,5,2.0,10.0
3328,Salad,4,5.0,20.0
3329,Smoothie,2,4.0,8.0
3330,Tea,1,1.5,1.5
3331,Cake,5,3.0,15.0
3332,Coffee,4,2.0,8.0
3333,Juice,5,3.0,15.0
3334,Tea,1,1.5,1.5
3335,Cookie,1,1.0,1.0
3336,Cake,3,3.0,9.0
3337,Smoothie,4,4.0,16.0
3338,Tea,5,1.5,7.5
3339,Smoothie,4,4.0,16.0
3340,Sandwich,2,4.0,8.0
3341,Smoothie,2,4.0,8.0
3342,Coffee,2,2.0,4.0
3343,Coffee,2,2.0,4.0
3346,Salad,1,5.0,5.0
3347,Coffee,4,2.0,8.0
3348,Smoothie,5,4.0,20.0
3349,Cake,3,3.0,9.0
3350,Salad,1,5.0,5.0
3351,Cookie,1,1.0,1.0
3352,Cake,5,3.0,15.0
3353,Cookie,1,1.0,1.0
3355,Cookie,4,1.0,4.0
3356,Coffee,4,2.0,8.0
3357,Tea,4,1.5,6.0
3358,Sandwich,3,4.0,12.0
3359,Juice,5,3.0,15.0
3360,Juice,2,3.0,6.0
3362,Sandwich,2,4.0,8.0
3363,Coffee,4,2.0,8.0
3364,Salad,4,5.0,20.0
3365,Juice,2,3.0,6.0
3366,Tea,3,1.5,4.5
3368,Coffee,4,2.0,8.0
3370,Smoothie,5,4.0,20.0
3371,Sandwich,5,4.0,20.0
3376,Coffee,2,2.0,4.0
3377,Coffee,5,2.0,10.0
3379,Salad,1,5.0,5.0
3382,Cake,3,3.0,9.0
3383,Cake,4,3.0,12.0
3384,Juice,2,3.0,6.0
3385,Coffee,4,2.0,8.0
3386,Tea,4,1.5,6.0
3387,Tea,1,1.5,1.5
3388,Smoothie,5,4.0,20.0
3389,Salad,2,5.0,10.0
3390,Cookie,3,1.0,3.0
3391,Tea,4,1.5,6.0
3393,Juice,2,3.0,6.0
3394,Tea,4,1.5,6.0
3395,Cookie,1,1.0,1.0
3398,Cookie,5,1.0,5.0
3399,Smoothie,5,4.0,20.0
3400,Salad,1,5.0,5.0
3402,Cake,5,3.0,15.0
3403,Sandwich,1,4.0,4.0
3405,Smoothie,4,4.0,16.0
3406,Cake,1,3.0,3.0
3407,Cake,1,3.0,3.0
3408,Cookie,2,1.0,2.0
3409,Smoothie,2,4.0,8.0
3410,Sandwich,3,4.0,12.0
3411,Tea,2,1.5,3.0
3413,Cake,2,3.0,6.0
3414,Salad,5,5.0,25.0
3415,Salad,4,5.0,20.0
3417,Juice,2,3.0,6.0
3419,Sandwich,5,4.0,20.0
3420,Tea,1,1.5,1.5
3422,Tea,3,1.5,4.5
3423,Cake,5,3.0,15.0
3424,Smoothie,5,4.0,20.0
3426,Coffee,4,2.0,8.0
3428,Juice,5,3.0,15.0
3429,Cookie,2,1.0,2.0
3432,Cake,5,3.0,15.0
3433,Juice,1,3.0,3.0
3436,Juice,5,3.0,15.0
3437,Smoothie,1,4.0,4.0
3438,Smoothie,1,4.0,4.0
3439,Juice,1,3.0,3.0
3442,Coffee,5,2.0,10.0
3443,Tea,4,1.5,6.0
3447,Cake,5,3.0,15.0
3449,Tea,1,1.5,1.5
3451,Smoothie,4,4.0,16.0
3452,Cookie,2,1.0,2.0
3453,Cookie,5,1.0,5.0
3454,Cookie,1,1.0,1.0
3455,Coffee,5,2.0,10.0
3456,Salad,1,5.0,5.0
3457,Salad,2,5.0,10.0
3458,Sandwich,5,4.0,20.0
3460,Coffee,3,2.0,6.0
3461,Cake,4,3.0,12.0
3466,Tea,5,1.5,7.5
3467,Coffee,3,2.0,6.0
3469,Coffee,4,2.0,8.0
3470,Juice,5,3.0,15.0
3471,Cookie,5,1.0,5.0
3472,Smoothie,2,4.0,8.0
3473,Coffee,5,2.0,10.0
3474,Smoothie,1,4.0,4.0
3475,Cake,3,3.0,9.0
3476,Cookie,5,1.0,5.0
3478,Sandwich,2,4.0,8.0
3480,Cake,5,3.0,15.0
3481,Smoothie,5,4.0,20.0
3482,Cake,1,3.0,3.0
3483,Tea,2,1.5,3.0
3484,Juice,4,3.0,12.0
3485,Coffee,5,2.0,10.0
3486,Coffee,5,2.0,10.0
3488,Cookie,2,1.0,2.0
3489,Juice,4,3.0,12.0
3491,Tea,4,1.5,6.0
3492,Cake,4,3.0,12.0
3493,Cake,4,3.0,12.0
3495,Juice,3,3.0,9.0
3496,Cookie,4,1.0,4.0
3497,Smoothie,3,4.0,12.0
3499,Sandwich,1,4.0,4.0
3500,Tea,3,1.5,4.5
3501,Cake,1,3.0,3.0
3502,Coffee,5,2.0,10.0
3503,Smoothie,3,4.0,12.0
3504,Sandwich,4,4.0,16.0
3505,Coffee,1,2.0,2.0
3506,Cake,2,3.0,6.0
3509,Tea,1,1.5,1.5
3510,Smoothie,5,4.0,20.0
3511,Smoothie,5,4.0,20.0
3512,Smoothie,3,4.0,12.0
3514,Tea,3,1.5,4.5
3517,Salad,5,5.0,25.0
3521,Salad,4,5.0,20.0
3522,Tea,3,1.5,4.5
3523,Cookie,5,1.0,5.0
3524,Salad,2,5.0,10.0
3525,Salad,3,5.0,15.0
3527,Cake,1,3.0,3.0
3529,Sandwich,5,4.0,20.0
3530,Cookie,4,1.0,4.0
3531,Cookie,2,1.0,2.0
3532,Cake,1,3.0,3.0
3533,Cookie,3,1.0,3.0
3536,Salad,4,5.0,20.0
3537,Sandwich,2,4.0,8.0
3538,Coffee,2,2.0,4.0
3539,Cookie,1,1.0,1.0
3541,Juice,5,3.0,15.0
3542,Sandwich,1,4.0,4.0
3543,Coffee,3,2.0,6.0
3547,Cookie,3,1.0,3.0
3548,Smoothie,5,4.0,20.0
3549,Coffee,2,2.0,4.0
3550,Cake,4,3.0,12.0
3551,Sandwich,1,4.0,4.0
3552,Coffee,3,2.0,6.0
3553,Cookie,4,1.0,4.0
3555,Tea,3,1.5,4.5
3556,Salad,3,5.0,15.0
3557,Cookie,1,1.0,1.0
3558,Cookie,4,1.0,4.0
3560,Coffee,2,2.0,4.0
3561,Salad,3,5.0,15.0
3563,Sandwich,2,4.0,8.0
3564,Tea,2,1.5,3.0
3565,Tea,3,1.5,4.5
3566,Salad,5,5.0,25.0
3567,Coffee,3,2.0,6.0
3568,Tea,2,1.5,3.0
3569,Coffee,3,2.0,6.0
3570,Cake,5,3.0,15.0
3571,Salad,1,5.0,5.0
3572,Smoothie,4,4.0,16.0
3574,Salad,5,5.0,25.0
3577,Coffee,2,2.0,4.0
3578,Cookie,4,1.0,4.0
3579,Sandwich,4,4.0,16.0
3580,Coffee,2,2.0,4.0
3581,Salad,5,5.0,25.0
3584,Cookie,2,1.0,2.0
3588,Cake,4,3.0,12.0
3591,Smoothie,3,4.0,12.0
3592,Cookie,1,1.0,1.0
3593,Salad,4,5.0,20.0
3594,Juice,4,3.0,12.0
3596,Salad,2,5.0,10.0
3597,Smoothie,4,4.0,16.0
3599,Juice,4,3.0,12.0
3601,Juice,2,3.0,6.0
3602,Coffee,1,2.0,2.0
3603,Salad,2,5.0,10.0
3604,Coffee,5,2.0,10.0
3605,Juice,2,3.0,6.0
3606,Cake,4,3.0,12.0
3607,Salad,5,5.0,25.0
3611,Smoothie,2,4.0,8.0
3612,Coffee,2,2.0,4.0
3613,Coffee,1,2.0,2.0
3614,Coffee,3,2.0,6.0
3615,Smoothie,5,4.0,20.0
3617,Tea,5,1.5,7.5
3619,Cake,5,3.0,15.0
3620,Cookie,3,1.0,3.0
3621,Tea,3,1.5,4.5
3622,Juice,3,3.0,9.0
3623,Sandwich,1,4.0,4.0
3624,Coffee,5,2.0,10.0
3626,Cake,2,3.0,6.0
3627,Tea,4,1.5,6.0
3628,Cake,3,3.0,9.0
3629,Sandwich,4,4.0,16.0
3630,Tea,2,1.5,3.0
3631,Coffee,3,2.0,6.0
3632,Sandwich,1,4.0,4.0
3636,Sandwich,5,4.0,20.0
3638,Juice,5,3.0,15.0
3639,Tea,5,1.5,7.5
3640,Tea,5,1.5,7.5
3641,Tea,2,1.5,3.0
3642,Juice,4,3.0,12.0
3644,Salad,3,5.0,15.0
3645,Tea,2,1.5,3.0
3646,Coffee,1,2.0,2.0
3647,Cake,1,3.0,3.0
3648,Smoothie,5,4.0,20.0
3650,Sandwich,3,4.0,12.0
3651,Sandwich,4,4.0,16.0
3654,Smoothie,2,4.0,8.0
3657,Smoothie,1,4.0,4.0
3660,Cake,4,3.0,12.0
3661,Juice,4,3.0,12.0
3663,Cake,4,3.0,12.0
3664,Coffee,1,2.0,2.0
3665,Cookie,4,1.0,4.0
3667,Cookie,4,1.0,4.0
3668,Juice,1,3.0,3.0
3669,Cookie,3,1.0,3.0
3670,Cake,4,3.0,12.0
3671,Salad,2,5.0,10.0
3672,Tea,5,1.5,7.5
3676,Coffee,3,2.0,6.0
3678,Cookie,2,1.0,2.0
3680,Tea,2,1.5,3.0
3681,Smoothie,3,4.0,12.0
3682,Sandwich,4,4.0,16.0
3683,Tea,3,1.5,4.5
3684,Cookie,1,1.0,1.0
3685,Sandwich,4,4.0,16.0
3686,Salad,5,5.0,25.0
3687,Coffee,2,2.0,4.0
3688,Cake,4,3.0,12.0
3689,Cookie,1,1.0,1.0
3691,Cake,5,3.0,15.0
3692,Salad,4,5.0,20.0
3693,Salad,3,5.0,15.0
3694,Tea,1,1.5,1.5
3695,Cookie,2,1.0,2.0
3696,Smoothie,1,4.0,4.0
3698,Coffee,2,2.0,4.0
3699,Tea,1,1.5,1.5
3700,Tea,1,1.5,1.5
3702,Salad,5,5.0,25.0
3703,Coffee,1,2.0,2.0
3704,Tea,4,1.5,6.0
3706,Smoothie,4,4.0,16.0
3707,Tea,3,1.5,4.5
3708,Juice,5,3.0,15.0
3709,Tea,5,1.5,7.5
3712,Coffee,3,2.0,6.0
3713,Cookie,3,1.0,3.0
3715,Cookie,3,1.0,3.0
3718,Smoothie,1,4.0,4.0
3719,Tea,2,1.5,3.0
3722,Salad,5,5.0,25.0
3724,Juice,3,3.0,9.0
3725,Juice,4,3.0,12.0
3726,Cake,3,3.0,9.0
3728,Juice,2,3.0,6.0
3729,Tea,1,1.5,1.5
3731,Salad,5,5.0,25.0
3732,Juice,1,3.0,3.0
3734,Cake,1,3.0,3.0
3735,Cookie,1,1.0,1.0
3736,Cake,1,3.0,3.0
3737,Coffee,1,2.0,2.0
3738,Tea,1,1.5,1.5
3740,Cake,4,3.0,12.0
3741,Juice,1,3.0,3.0
3742,Salad,5,5.0,25.0
3743,Cookie,1,1.0,1.0
3745,Salad,5,5.0,25.0
3746,Cake,5,3.0,15.0
3747,Cookie,4,1.0,4.0
3749,Smoothie,5,4.0,20.0
3750,Cake,4,3.0,12.0
3751,Sandwich,3,4.0,12.0
3752,Smoothie,2,4.0,8.0
3753,Juice,1,3.0,3.0
3754,Cookie,4,1.0,4.0
3755,Sandwich,4,4.0,16.0
3756,Cake,4,3.0,12.0
3758,Sandwich,2,4.0,8.0
3760,Sandwich,2,4.0,8.0
3763,Tea,3,1.5,4.5
3765,Salad,1,5.0,5.0
3766,Tea,5,1.5,7.5
3767,Tea,5,1.5,7.5
3768,Tea,4,1.5,6.0
3769,Tea,5,1.5,7.5
3770,Juice,3,3.0,9.0
3771,Salad,2,5.0,10.0
3772,Sandwich,4,4.0,16.0
3776,Coffee,5,2.0,10.0
3777,Cake,3,3.0,9.0
3778,Salad,2,5.0,10.0
3780,Cookie,2,1.0,2.0
3781,Coffee,2,2.0,4.0
3782,Sandwich,4,4.0,16.0
3783,Sandwich,4,4.0,16.0
3784,Coffee,5,2.0,10.0
3785,Sandwich,3,4.0,12.0
3786,Smoothie,3,4.0,12.0
3787,Juice,3,3.0,9.0
3788,Salad,5,5.0,25.0
3789,Juice,4,3.0,12.0
3790,Salad,4,5.0,20.0
3791,Smoothie,1,4.0,4.0
3792,Salad,4,5.0,20.0
3793,Smoothie,3,4.0,12.0
3794,Cookie,4,1.0,4.0
3795,Cake,5,3.0,15.0
3797,Smoothie,2,4.0,8.0
3798,Cake,5,3.0,15.0
3799,Cookie,1,1.0,1.0
3800,Cookie,3,1.0,3.0
3801,Tea,3,1.5,4.5
3802,Juice,3,3.0,9.0
3807,Coffee,2,2.0,4.0
3809,Tea,4,1.5,6.0
3810,Sandwich,1,4.0,4.0
3811,Juice,4,3.0,12.0
3812,Tea,3,1.5,4.5
3813,Juice,2,3.0,6.0
3814,Sandwich,4,4.0,16.0
3815,Coffee,1,2.0,2.0
3816,Cookie,5,1.0,5.0
3819,Cake,5,3.0,15.0
3820,Cake,2,3.0,6.0
3822,Cookie,5,1.0,5.0
3823,Salad,5,5.0,25.0
3825,Smoothie,3,4.0,12.0
3827,Cake,5,3.0,15.0
3828,Coffee,3,2.0,6.0
3829,Cookie,4,1.0,4.0
3830,Salad,1,5.0,5.0
3834,Coffee,1,2.0,2.0
3835,Cake,4,3.0,12.0
3836,Salad,2,5.0,10.0
3839,Cookie,4,1.0,4.0
3840,Cake,4,3.0,12.0
3841,Smoothie,5,4.0,20.0
3843,Coffee,1,2.0,2.0
3844,Salad,2,5.0,10.0
3845,Sandwich,5,4.0,20.0
3846,Tea,2,1.5,3.0
3849,Juice,5,3.0,15.0
3851,Smoothie,4,4.0,16.0
3852,Tea,3,1.5,4.5
3853,Coffee,3,2.0,6.0
3854,Juice,2,3.0,6.0
3855,Juice,4,3.0,12.0
3856,Juice,2,3.0,6.0
3857,Juice,5,3.0,15.0
3858,Cake,4,3.0,12.0
3859,Cake,2,3.0,6.0
3860,Cookie,1,1.0,1.0
3861,Cake,1,3.0,3.0
3862,Cake,1,3.0,3.0
3863,Coffee,5,2.0,10.0
3864,Cake,3,3.0,9.0
3865,Coffee,1,2.0,2.0
3866,Coffee,1,2.0,2.0
3867,Cookie,3,1.0,3.0
3868,Coffee,5,2.0,10.0
3869,Tea,1,1.5,1.5
3870,Tea,2,1.5,3.0
3871,Cake,5,3.0,15.0
3872,Sandwich,3,4.0,12.0
3873,Tea,4,1.5,6.0
3874,Cookie,1,1.0,1.0
3875,Coffee,5,2.0,10.0
3876,Tea,3,1.5,4.5
3879,Coffee,5,2.0,10.0
3880,Coffee,5,2.0,10.0
3882,Cookie,4,1.0,4.0
3884,Juice,4,3.0,12.0
3885,Cookie,1,1.0,1.0
3886,Sandwich,1,4.0,4.0
3887,Smoothie,3,4.0,12.0
3888,Juice,4,3.0,12.0
3889,Coffee,2,2.0,4.0
3890,Coffee,4,2.0,8.0
3891,Salad,1,5.0,5.0
3892,Sandwich,4,4.0,16.0
3893,Cake,3,3.0,9.0
3894,Sandwich,5,4.0,20.0
3895,Sandwich,5,4.0,20.0
3896,Smoothie,5,4.0,20.0
3897,Coffee,2,2.0,4.0
3899,Cake,5,3.0,15.0
3902,Smoothie,5,4.0,20.0
3903,Coffee,4,2.0,8.0
3905,Salad,2,5.0,10.0
3906,Sandwich,1,4.0,4.0
3907,Juice,3,3.0,9.0
3908,Salad,3,5.0,15.0
3910,Cake,3,3.0,9.0
3911,Cookie,5,1.0,5.0
3912,Cake,1,3.0,3.0
3914,Coffee,1,2.0,2.0
3915,Cake,5,3.0,15.0
3916,Juice,4,3.0,12.0
3918,Smoothie,1,4.0,4.0
3919,Salad,2,5.0,10.0
3920,Coffee,1,2.0,2.0
3922,Cake,4,3.0,12.0
3923,Salad,2,5.0,10.0
3924,Coffee,3,2.0,6.0
3925,Juice,3,3.0,9.0
3926,Cookie,2,1.0,2.0
3928,Sandwich,3,4.0,12.0
3929,Cake,5,3.0,15.0
3931,Coffee,3,2.0,6.0
3932,Cake,2,3.0,6.0
3933,Cookie,4,1.0,4.0
3934,Salad,4,5.0,20.0
3935,Cookie,4,1.0,4.0
3936,Cake,4,3.0,12.0
3937,Tea,5,1.5,7.5
3938,Tea,3,1.5,4.5
3939,Juice,3,3.0,9.0
3940,Coffee,5,2.0,10.0
3941,Tea,5,1.5,7.5
3942,Cookie,3,1.0,3.0
3943,Tea,5,1.5,7.5
3944,Tea,1,1.5,1.5
3947,Smoothie,1,4.0,4.0
3948,Juice,4,3.0,12.0
3949,Juice,3,3.0,9.0
3950,Cake,1,3.0,3.0
3951,Cookie,5,1.0,5.0
3952,Cake,4,3.0,12.0
3953,Salad,1,5.0,5.0
3954,Salad,1,5.0,5.0
3955,Cookie,1,1.0,1.0
3956,Smoothie,4,4.0,16.0
3957,Coffee,4,2.0,8.0
3958,Sandwich,4,4.0,16.0
3960,Cookie,2,1.0,2.0
3962,Cake,1,3.0,3.0
3963,Cake,2,3.0,6.0
3965,Salad,2,5.0,10.0
3966,Smoothie,4,4.0,16.0
3967,Cookie,4,1.0,4.0
3968,Cookie,4,1.0,4.0
3969,Juice,4,3.0,12.0
3970,Tea,5,1.5,7.5
3971,Cookie,5,1.0,5.0
3972,Cake,3,3.0,9.0
3973,Tea,1,1.5,1.5
3975,Coffee,3,2.0,6.0
3976,Salad,3,5.0,15.0
3977,Juice,3,3.0,9.0
3978,Sandwich,4,4.0,16.0
3979,Cake,4,3.0,12.0
3980,Salad,3,5.0,15.0
3982,Salad,2,5.0,10.0
3983,Coffee,3,2.0,6.0
3985,Sandwich,2,4.0,8.0
3986,Cake,5,3.0,15.0
3987,Sandwich,1,4.0,4.0
3989,Coffee,4,2.0,8.0
3990,Juice,2,3.0,6.0
3992,Juice,5,3.0,15.0
3993,Coffee,5,2.0,10.0
3994,Juice,5,3.0,15.0
3995,Tea,5,1.5,7.5
3998,Cookie,1,1.0,1.0
3999,Cookie,5,1.0,5.0
4000,Cookie,1,1.0,1.0
4001,Cake,4,3.0,12.0
4002,Cake,4,3.0,12.0
4004,Tea,1,1.5,1.5
4005,Juice,3,3.0,9.0
4007,Salad,2,5.0,10.0
4008,Juice,2,3.0,6.0
4009,Tea,2,1.5,3.0
4010,Coffee,5,2.0,10.0
4011,Smoothie,5,4.0,20.0
4012,Smoothie,1,4.0,4.0
4013,Salad,3,5.0,15.0
4015,Juice,1,3.0,3.0
4017,Cookie,3,1.0,3.0
4019,Coffee,1,2.0,2.0
4020,Salad,1,5.0,5.0
4022,Coffee,2,2.0,4.0
4023,Cake,1,3.0,3.0
4024,Salad,5,5.0,25.0
4026,Coffee,2,2.0,4.0
4027,Cookie,4,1.0,4.0
4028,Juice,4,3.0,12.0
4029,Tea,5,1.5,7.5
4030,Smoothie,1,4.0,4.0
4031,Sandwich,5,4.0,20.0
4032,Tea,3,1.5,4.5
4033,Cake,3,3.0,9.0
4034,Smoothie,1,4.0,4.0
4035,Juice,3,3.0,9.0
4036,Salad,2,5.0,10.0
4037,Smoothie,2,4.0,8.0
4038,Tea,5,1.5,7.5
4040,Smoothie,3,4.0,12.0
4041,Cookie,2,1.0,2.0
4042,Cake,2,3.0,6.0
4044,Juice,4,3.0,12.0
4045,Tea,5,1.5,7.5
4047,Cookie,4,1.0,4.0
4048,Sandwich,4,4.0,16.0
4049,Juice,1,3.0,3.0
4050,Cookie,2,1.0,2.0
4051,Coffee,4,2.0,8.0
4052,Cake,3,3.0,9.0
4053,Salad,5,5.0,25.0
4054,Coffee,2,2.0,4.0
4057,Cookie,3,1.0,3.0
4059,Smoothie,1,4.0,4.0
4060,Sandwich,5,4.0,20.0
4061,Tea,4,1.5,6.0
4062,Smoothie,5,4.0,20.0
4063,Juice,3,3.0,9.0
4065,Coffee,2,2.0,4.0
4066,Juice,2,3.0,6.0
4067,Cookie,3,1.0,3.0
4068,Coffee,2,2.0,4.0
4070,Cake,1,3.0,3.0
4071,Tea,4,1.5,6.0
4072,Tea,5,1.5,7.5
4073,Juice,2,3.0,6.0
4074,Cookie,4,1.0,4.0
4078,Sandwich,1,4.0,4.0
4079,Cake,5,3.0,15.0
4080,Tea,4,1.5,6.0
4081,Tea,1,1.5,1.5
4082,Coffee,3,2.0,6.0
4084,Smoothie,4,4.0,16.0
4088,Cookie,4,1.0,4.0
4089,Sandwich,1,4.0,4.0
4090,Cake,3,3.0,9.0
4091,Tea,4,1.5,6.0
4095,Salad,5,5.0,25.0
4096,Cake,5,3.0,15.0
4097,Smoothie,3,4.0,12.0
4098,Tea,4,1.5,6.0
4099,Coffee,4,2.0,8.0
4101,Cookie,1,1.0,1.0
4102,Smoothie,4,4.0,16.0
4103,Juice,1,3.0,3.0
4104,Salad,3,5.0,15.0
4105,Salad,4,5.0,20.0
4106,Tea,5,1.5,7.5
4108,Coffee,3,2.0,6.0
4109,Salad,5,5.0,25.0
4110,Coffee,1,2.0,2.0
4113,Tea,5,1.5,7.5
4117,Cake,1,3.0,3.0
4118,Tea,1,1.5,1.5
4120,Juice,2,3.0,6.0
4121,Sandwich,3,4.0,12.0
4122,Juice,5,3.0,15.0
4124,Smoothie,4,4.0,16.0
4125,Sandwich,4,4.0,16.0
4126,Cookie,5,1.0,5.0
4128,Juice,2,3.0,6.0
4130,Cake,4,3.0,12.0
4131,Tea,3,1.5,4.5
4132,Cake,1,3.0,3.0
4133,Juice,1,3.0,3.0
4134,Cookie,5,1.0,5.0
4135,Cake,3,3.0,9.0
4138,Coffee,1,2.0,2.0
4139,Cake,2,3.0,6.0
4140,Salad,3,5.0,15.0
4141,Juice,1,3.0,3.0
4142,Sandwich,4,4.0,16.0
4143,Sandwich,3,4.0,12.0
4144,Coffee,2,2.0,4.0
4145,Juice,2,3.0,6.0
4146,Juice,3,3.0,9.0
4148,Cake,2,3.0,6.0
4149,Cake,4,3.0,12.0
4150,Salad,1,5.0,5.0
4153,Coffee,2,2.0,4.0
4154,Cookie,5,1.0,5.0
4156,Sandwich,5,4.0,20.0
4157,Smoothie,2,4.0,8.0
4158,Tea,3,1.5,4.5
4159,Sandwich,2,4.0,8.0
4161,Cookie,4,1.0,4.0
4162,Cake,2,3.0,6.0
4163,Tea,1,1.5,1.5
4164,Salad,2,5.0,10.0
4165,Salad,2,5.0,10.0
4166,Salad,4,5.0,20.0
4167,Cookie,2,1.0,2.0
4168,Cake,1,3.0,3.0
4169,Juice,3,3.0,9.0
4171,Salad,3,5.0,15.0
4173,Cake,5,3.0,15.0
4174,Sandwich,5,4.0,20.0
4175,Sandwich,5,4.0,20.0
4176,Juice,2,3.0,6.0
4177,Sandwich,4,4.0,16.0
4178,Cookie,5,1.0,5.0
4179,Tea,5,1.5,7.5
4180,Smoothie,4,4.0,16.0
4181,Tea,3,1.5,4.5
4182,Smoothie,3,4.0,12.0
4183,Coffee,2,2.0,4.0
4184,Cake,1,3.0,3.0
4185,Cookie,3,1.0,3.0
4186,Cake,3,3.0,9.0
4187,Sandwich,1,4.0,4.0
4189,Cake,2,3.0,6.0
4190,Salad,3,5.0,15.0
4191,Tea,1,1.5,1.5
4192,Coffee,2,2.0,4.0
4194,Smoothie,1,4.0,4.0
4195,Juice,5,3.0,15.0
4196,Cookie,3,1.0,3.0
4197,Sandwich,1,4.0,4.0
4198,Coffee,5,2.0,10.0
4199,Cake,4,3.0,12.0
4200,Tea,1,1.5,1.5
